visibility_level,LAT,LONG,Type,Quality,Valid,name_code
4,11.367703,74.84804,NGO,4,True,MIWJ
1,33.208433,70.253718,Charity,1,False,TFIX
4,10.289503,72.648231,Charity,5,True,TWGC
5,22.573546,85.624027,Charity,3,False,PYJE
5,23.655078,86.360274,Charity,5,False,RKZH
5,21.550504,76.610623,Trust,1,True,WRBW
1,15.114932,72.912501,Trust,4,True,HZEV
1,17.202603,71.168073,Charity,2,True,JTNK
5,23.71515,78.044788,Trust,1,True,YLAA
5,31.824759,88.473776,NGO,1,True,ZPNH
4,18.692582,91.404799,Trust,1,True,HLFX
5,14.286566,79.932006,NGO,1,True,CNBX
5,15.421777,92.147179,Trust,2,False,DNAN
1,20.54887,87.710428,Charity,4,True,KXPC
3,31.785184,76.793207,Trust,4,True,YJFM
2,24.759776,71.924045,Charity,5,True,XRJB
4,12.401016,86.901886,Charity,3,True,MWLP
1,17.177679,80.087152,Charity,1,True,GSYS
4,32.08417,81.745201,Charity,4,False,JYCR
3,31.186442,90.807055,Trust,4,True,OEEL
3,19.672698,87.61839,Charity,3,True,CBPK
2,29.104797,93.447712,NGO,4,True,BICB
5,20.447276,73.042201,NGO,4,True,ASBX
3,18.879789,75.07711,Trust,4,True,HDHZ
4,14.927625,84.741025,NGO,3,True,LHDY
2,10.089196,77.160506,NGO,2,True,NHKC
5,17.460465,79.557313,Charity,5,True,ITRI
3,32.081794,86.268962,Trust,3,True,CQNZ
4,24.013529,74.740117,NGO,1,False,TXAH
4,15.163815,72.855066,NGO,3,True,CVPG
1,15.747348,91.34862,NGO,1,True,CGYJ
5,32.476042,81.770501,Charity,4,True,KNIO
2,29.343332,87.066827,Trust,3,False,TFPZ
2,30.016472,78.455119,Trust,2,True,OHBG
5,12.394487,73.60103,NGO,2,True,TQEF
2,24.622895,76.498055,NGO,3,False,OQXW
5,13.792925,74.396704,Charity,3,True,EPIQ
4,22.28194,75.571616,Charity,3,True,CEEQ
3,12.996584,80.845541,NGO,5,True,UQBG
2,18.490071,86.994283,NGO,1,True,ZBKJ
5,23.51944,90.164348,Charity,1,True,NEWN
5,30.07877,71.08946,NGO,4,True,IOXI
2,20.51381,90.279779,NGO,1,True,FHEJ
1,24.499248,74.434746,NGO,2,True,MEZV
5,28.389904,82.116948,Trust,3,True,LGRT
2,19.949729,87.192103,NGO,5,False,ELNU
5,22.099354,83.199583,NGO,3,True,VHUE
2,31.960847,81.916327,NGO,4,True,AMEN
2,27.59993,89.854462,Charity,4,True,MZKE
3,10.65927,90.513542,Trust,3,True,JIQF
1,25.505995,70.211478,NGO,3,False,DQHN
3,27.946764,91.696578,Trust,1,True,BCUB
1,24.588655,77.08429,Charity,4,True,LHKU
3,23.675079,93.006744,NGO,2,True,FTQF
4,15.379207,86.4302,NGO,1,True,LEPT
3,29.327618,74.596719,NGO,5,True,VOMD
1,29.852821,82.127947,Trust,2,True,VSYI
3,21.330203,71.287139,Charity,2,True,GAEC
5,24.163748,85.08606,NGO,4,True,HAVI
2,29.283107,72.734192,Charity,2,True,HQHL
1,12.478783,84.714451,Charity,2,True,BHIF
3,10.892864,91.955649,Charity,1,False,FOFK
2,28.311173,91.392827,NGO,3,True,NZLS
2,32.990366,77.003797,NGO,5,True,CMCD
2,33.364555,85.77528,NGO,3,True,COWN
4,29.85093,83.088187,Trust,1,False,TAKX
2,25.33801,79.3026,Trust,3,True,VHWB
5,22.927689,73.795285,Trust,4,True,ZVIA
1,26.41642,73.34103,Charity,2,True,TSIX
5,12.892389,86.321984,Trust,1,True,NFAA
4,23.89826,73.639968,Charity,4,False,EHLI
4,32.789177,75.525989,NGO,3,False,LHZH
1,25.659961,93.923086,Trust,2,True,AAUJ
5,11.944209,88.067169,Charity,2,True,NYFL
1,18.860835,73.896023,Charity,1,True,RIYY
5,33.320346,84.19912,Trust,2,True,TLZU
2,16.678736,82.514062,Charity,3,True,XRWJ
3,30.759514,93.094251,NGO,5,True,QYBZ
4,27.412936,71.783446,NGO,5,True,GJUP
3,27.572996,82.815577,NGO,3,True,FHNI
3,11.81415,77.396607,Charity,5,True,ZNVQ
5,28.391098,93.607036,Trust,1,False,HNFB
4,24.291193,84.263443,Trust,2,True,HQZQ
5,17.953787,77.149803,NGO,3,False,GIAT
3,24.650873,83.396848,Trust,2,True,AYRH
3,13.832284,92.558923,NGO,2,True,RHCO
4,20.831806,78.375179,NGO,4,True,QGNF
4,29.77949,72.644276,Charity,3,True,QCZX
4,31.78165,86.572426,Trust,3,True,POSU
4,14.463528,93.121193,NGO,5,True,RNDB
1,24.22958,87.885636,Trust,4,True,LEUE
1,31.326132,84.590571,Trust,2,False,LGKD
2,33.917797,75.275808,Trust,5,True,TCUO
2,18.446781,77.509881,NGO,4,False,SUGL
5,27.305889,88.627274,Trust,2,False,ONGE
1,29.054399,77.276098,Charity,2,False,QXZN
2,11.679408,91.244133,Charity,5,False,XMUJ
3,24.613352,87.475384,Charity,4,False,GEJS
2,11.424279,85.743346,Trust,2,True,PCAB
5,32.981677,83.395672,NGO,4,True,JTUZ
2,20.291566,87.549384,NGO,5,True,NMIS
2,20.554316,85.536779,Charity,4,True,YOAR
4,17.541752,76.853596,Charity,3,False,EJUM
4,25.89099,79.481599,Charity,1,True,LPFG
2,30.489942,77.41164,Charity,5,True,BNWM
1,31.572885,82.540237,NGO,3,True,MIST
3,14.17656,93.540411,Charity,5,True,TUVS
3,28.79519,89.487064,Trust,4,True,TCSS
4,17.509076,82.213901,NGO,1,True,LUJX
5,32.484352,81.593931,NGO,2,True,RYNY
1,14.595512,86.261683,NGO,4,False,ADAQ
2,26.73666,90.612122,Charity,3,True,YXQA
1,19.313742,77.495228,NGO,1,True,YFKV
5,24.656275,75.992134,NGO,1,True,DGYE
5,20.437775,90.663217,Trust,1,True,NOPS
2,15.815748,71.616018,Trust,2,True,EZSO
1,27.648859,79.129824,NGO,1,True,IEUF
2,32.462185,88.919135,Charity,1,False,IQSD
4,11.208425,90.20277,Trust,4,False,VJTZ
4,14.509254,83.499826,Trust,4,True,OPTR
3,11.052198,71.483498,Trust,5,True,VXTB
4,28.025951,80.409103,NGO,2,True,FYZA
1,30.552796,86.19327,Charity,1,True,GXQP
2,28.264366,82.589801,Charity,4,True,OQDY
3,19.809558,70.768447,Trust,1,False,FRLZ
5,16.072414,79.572178,Trust,2,True,MLLM
5,26.292749,85.483174,Trust,4,False,STBA
1,15.81236,75.370283,Trust,5,True,FOYD
4,32.252089,79.523242,Trust,1,True,SUKD
1,30.896368,93.021388,NGO,4,True,KNXZ
3,33.580337,84.134164,NGO,1,True,FJNI
2,17.910691,90.228179,Charity,2,True,TMAB
3,29.726828,89.849796,Charity,1,True,YEJG
2,18.625301,70.303162,Charity,5,True,HYEA
2,19.576125,91.960609,NGO,2,False,JZLE
1,33.562062,91.616192,NGO,5,True,YFXQ
4,23.4447,89.91144,Charity,3,True,WUMK
4,32.364957,74.783721,Charity,5,True,AOTQ
5,21.230459,81.766761,NGO,2,True,MQFB
4,22.702094,87.969062,Charity,1,False,WKLK
5,25.110543,82.932239,NGO,2,False,RMKM
3,10.39854,86.281042,Charity,5,True,XMNZ
2,27.469436,72.164778,NGO,2,True,MWMM
1,11.323521,93.750831,NGO,2,True,VTSL
1,10.002051,73.721721,NGO,5,True,QAIS
5,26.364904,77.742329,Trust,2,True,JYFA
4,17.404033,75.705101,Charity,1,False,FLII
2,32.731234,73.847216,Charity,1,True,LUNQ
3,33.536367,81.713017,Trust,3,True,ZYTP
1,28.29653,87.884092,NGO,1,True,HVWK
3,16.280396,90.348869,Trust,2,True,VZCM
2,19.463672,85.032196,Trust,4,True,DSJH
3,14.490998,81.444363,Trust,4,False,ABFF
3,32.63972,70.236607,Charity,4,False,VDOZ
3,11.147908,88.186712,Charity,4,False,IOST
1,32.407893,70.771331,Charity,2,True,ZLEE
3,23.73404,82.791082,Trust,4,True,CIXU
4,20.488375,75.606844,Charity,3,False,RRAM
1,21.569578,75.280547,Trust,3,True,PSVQ
3,27.711721,78.113769,Trust,2,True,VLEL
1,31.500046,71.067234,Charity,2,False,XIEE
4,11.708194,81.218209,NGO,2,True,KSGC
1,20.269148,73.604599,Charity,3,True,LGWP
2,27.194962,73.157232,Charity,5,True,VWTG
4,19.986044,88.140674,Charity,5,True,XXIT
4,15.111494,80.073833,Trust,4,True,QBML
2,31.531124,83.598961,Trust,2,True,MLXC
4,24.537071,78.314534,Charity,4,True,LFYY
4,17.869046,84.233109,NGO,1,True,NYLB
4,27.729647,88.711176,NGO,2,True,EINB
2,26.272737,85.069902,NGO,2,True,HWRD
1,27.192803,91.036253,Charity,1,True,TKEC
3,30.674166,84.705473,NGO,1,True,BVYJ
1,24.826425,73.494474,NGO,5,False,UIAI
5,27.40946,73.115231,Charity,5,True,ZLOR
4,15.457729,70.745727,Charity,3,True,ENCE
1,14.38733,81.961091,NGO,2,False,DFKS
4,20.973747,93.218526,NGO,1,True,LFDH
4,22.310268,81.960431,Trust,3,True,DTJN
3,25.025988,76.873053,NGO,5,True,ROLA
5,31.249502,92.268583,Trust,2,False,WPUC
5,27.310034,81.038439,Charity,3,False,ROYS
5,27.265409,92.258675,NGO,5,True,BPOQ
1,23.478997,87.637628,Charity,5,True,QQWE
5,23.049349,70.100253,Trust,4,True,CFZS
1,24.453507,89.306046,Charity,2,True,VCOD
3,22.698302,80.248158,NGO,4,True,FSOF
3,25.830666,77.840739,Charity,2,True,WLXJ
4,23.756059,76.083488,NGO,5,True,LDIL
4,25.477019,73.621899,NGO,2,True,NIDC
4,22.078144,76.144957,NGO,1,True,ETRL
5,12.774724,87.273781,NGO,5,True,UXPC
5,20.558218,70.897291,Trust,5,False,ARMM
4,24.175569,70.411137,Trust,4,True,NSWJ
5,30.717982,78.585114,Charity,4,True,YMGH
4,32.22817,80.206773,Charity,5,True,IECK
5,10.188987,82.837132,NGO,1,False,LQOU
5,31.206484,73.387187,Trust,2,True,TDUD
4,21.608732,89.936351,NGO,1,True,VXSY
1,17.956289,72.929575,Charity,4,True,OGTL
4,24.065643,73.153497,NGO,1,True,NIAE
5,17.080232,72.169466,Trust,1,True,EMYX
2,17.751024,71.864048,NGO,4,True,OMYZ
3,22.793173,90.365452,NGO,2,True,IIXX
3,17.216737,89.762796,Trust,2,True,YLRR
3,30.367462,88.944665,Trust,1,False,BVLF
5,29.916948,81.572887,Trust,1,True,RYKK
1,24.573767,82.784932,NGO,2,True,IJHR
2,28.362603,71.342703,Trust,4,True,VNVN
5,10.668129,77.447077,NGO,2,False,MEER
4,21.789543,91.643469,Charity,5,True,QZFO
2,24.906098,71.750383,Trust,1,True,YSUB
4,26.44887,82.586985,NGO,2,True,NBJP
3,26.190844,87.074187,NGO,1,True,GBYX
3,21.240151,81.159612,NGO,3,True,LXFH
1,30.173684,73.839666,Charity,2,True,OUPU
1,13.287289,84.703606,Charity,3,True,FZXF
2,20.776092,93.274808,Charity,3,True,VTBR
1,27.134689,87.970605,NGO,1,True,QFGE
2,32.418298,81.763867,Trust,3,True,HENL
2,18.854172,77.004804,Trust,2,True,BKNU
1,31.859465,91.883491,Trust,3,True,OMTZ
4,16.009348,77.421568,Trust,2,False,YFAW
5,32.811294,91.593778,Charity,2,False,AMOB
1,19.831971,72.009677,Trust,5,True,CUHN
1,19.00471,89.277542,Trust,4,False,HKWA
1,11.083182,91.204557,Trust,2,False,ERIE
5,16.25373,74.845983,Trust,3,True,HXCV
2,19.43162,81.649165,NGO,4,True,FWCI
3,33.95878,92.377657,Trust,1,True,VECB
1,18.75319,86.53173,NGO,3,True,CUOF
3,16.698565,91.88237,NGO,4,True,RYNG
4,32.734572,91.413227,Trust,2,True,PUCQ
1,11.999669,80.555096,Charity,3,True,POKH
1,21.491022,80.28682,Trust,1,True,UHGP
4,15.937024,80.142876,Trust,4,True,LNPL
1,19.617711,92.778682,NGO,5,True,HPRN
5,32.719364,90.282791,Trust,1,True,YJDY
4,19.831735,79.218696,Trust,4,True,LMMJ
2,25.673612,75.880029,Charity,4,True,YDUN
4,10.751197,89.381185,Trust,5,False,GSAS
2,20.173904,84.022941,NGO,5,True,GVFV
5,22.569002,73.115595,Charity,1,True,TWKO
1,32.130629,77.713625,Trust,5,True,UNLD
1,22.506579,75.624026,Trust,2,True,WLJJ
3,15.278215,86.119576,Trust,1,True,IZVR
1,13.874843,75.716131,Trust,3,True,EPYC
4,12.745095,83.651197,Trust,2,True,SURU
3,22.514028,90.388863,Charity,2,True,GXLX
5,11.861289,88.668164,NGO,3,True,IUHZ
4,11.614169,76.545697,Charity,3,True,OEDN
5,21.728265,84.890498,Trust,1,False,JVNB
2,13.196413,93.724983,NGO,1,True,FSQX
3,29.195193,83.007492,Trust,1,True,MCQT
1,18.836543,82.801412,Charity,3,True,ECPP
5,22.223404,71.859053,NGO,2,False,RKEH
5,10.323329,81.971016,Trust,5,True,CMFU
3,26.279895,89.854217,Trust,3,True,TYCP
2,25.435071,74.849093,Trust,1,False,FTQS
1,15.04404,74.841049,Charity,5,True,VRBB
5,22.041715,73.72131,Trust,1,True,MQHU
2,25.130644,90.265239,Trust,5,True,UDTN
1,26.635717,71.623073,Charity,1,True,GKXZ
2,22.497874,88.403932,NGO,3,True,NZZR
1,33.756497,78.613826,Charity,4,True,VQLD
3,15.796755,71.304242,Charity,1,True,OCIO
3,21.617457,76.015644,Trust,2,True,QVOO
3,10.673973,76.876336,NGO,1,False,LKED
2,28.60355,73.012347,Trust,4,False,HDAK
1,29.028259,92.161643,NGO,5,True,PWOV
1,27.624281,71.774895,NGO,5,True,HRUL
3,11.475708,77.139182,Charity,5,True,JFHC
3,12.315982,93.090748,Trust,4,False,EBUM
3,17.120617,80.913441,NGO,2,True,WXHB
5,22.313109,73.956689,NGO,1,False,ULZB
4,20.443225,85.022983,NGO,3,True,WREP
1,21.040786,92.256742,Trust,4,False,CRHA
1,11.032241,87.70434,Trust,1,True,IDRP
3,14.511032,80.467935,Charity,3,True,WTBN
2,11.768903,72.000966,Trust,1,True,XGKZ
4,12.342359,92.472269,Charity,2,True,QSKJ
5,23.598043,81.35139,NGO,2,False,BILB
4,22.185396,81.176196,Charity,1,True,JBNZ
5,21.760156,89.531303,Charity,3,True,YFNO
3,23.50722,83.657942,NGO,4,True,COXF
3,25.421802,91.192408,Trust,5,True,GZSY
4,26.352251,79.376935,Trust,5,True,YZCY
3,21.647761,71.947405,Trust,2,True,LXLH
1,21.225001,71.968679,Charity,3,True,KVAN
5,12.791115,81.746641,Charity,4,True,YNSD
2,18.117548,79.451665,Charity,1,True,KVAZ
5,28.959669,89.510541,Trust,5,False,IBFX
4,18.618044,79.826942,NGO,4,False,IWHL
1,18.731278,74.600038,NGO,4,False,TJZI
4,13.82636,87.046916,Charity,3,True,GIZY
4,19.84122,77.054943,Charity,4,False,NLOD
1,25.62112,93.186465,Charity,1,True,VQUF
1,21.316249,73.172525,Charity,1,True,CXLN
1,20.675978,88.595274,Charity,3,True,POYD
4,29.768053,92.879609,NGO,3,False,SXUC
1,22.821738,84.839263,Charity,2,True,JKGJ
5,17.085246,74.372113,Trust,2,True,DYBG
1,32.132974,93.73791,Trust,4,True,FWEE
2,15.72378,87.18453,Charity,3,True,CXVC
2,30.480122,85.510029,NGO,2,True,EOLF
5,10.960379,81.572595,Trust,4,True,EZDN
1,32.560168,83.20577,Trust,2,True,SQPG
4,17.768251,85.701429,Charity,5,True,SSOZ
3,16.296602,73.271157,Trust,5,False,MVVC
3,29.103032,83.814662,NGO,2,True,LSXC
5,30.955488,93.000704,Trust,2,False,GZKU
1,16.080012,81.63188,Trust,1,False,TKIJ
5,12.565821,85.424991,Charity,4,True,ZMMW
4,17.963528,73.568459,Trust,4,True,CARF
5,22.27189,77.828715,Charity,2,True,MAGM
3,23.763031,74.25191,Trust,5,True,QKRZ
1,20.55892,75.246697,NGO,5,True,SRJJ
3,30.66786,82.519322,NGO,2,False,CHGG
5,32.007398,79.989593,NGO,3,False,GXIS
3,18.081196,91.035773,Charity,5,True,PWUR
2,32.839046,84.67798,NGO,5,False,HUPT
2,22.424674,75.074287,Trust,5,False,YZJM
4,10.931994,92.496987,Trust,2,True,FKYZ
3,10.727802,90.961341,Charity,3,True,DXGO
4,30.79474,84.344847,Charity,1,True,YTDD
2,24.649954,77.082775,Trust,5,False,BTMG
5,25.156892,75.510067,Charity,2,True,WNPO
2,33.590531,92.146258,NGO,1,True,QTYR
1,26.338006,93.908773,NGO,5,True,NWDV
4,20.726476,90.493434,Charity,4,False,DOEM
5,27.059145,79.991385,Charity,3,True,XKOU
5,22.819252,70.797046,Trust,1,True,RAVR
5,26.847089,84.056179,Trust,5,True,RKIU
1,23.583175,91.844073,Charity,1,False,DBJV
3,26.893934,82.250537,Charity,2,True,VGMG
5,14.249599,74.941659,Charity,3,True,VNFI
1,20.406985,86.187531,Charity,1,True,XSWJ
1,28.701558,92.131309,NGO,3,True,GMYX
1,21.652318,73.412774,Trust,1,True,UNCM
2,20.772601,87.606685,Charity,4,True,QJBE
1,21.54085,93.992145,Trust,1,True,HEOA
2,28.635102,87.038539,NGO,3,True,KCUF
1,16.90101,90.016325,NGO,2,True,GVUY
5,31.820975,75.853801,NGO,4,True,BSOM
2,17.769445,92.824461,Trust,3,True,GIFX
3,27.063045,92.539109,NGO,2,True,VDQA
5,28.967911,80.134516,NGO,2,True,OKSB
4,25.343907,70.420905,NGO,2,True,JUFE
2,31.577691,88.697435,Charity,5,True,SZRL
5,10.75501,74.209728,Charity,4,True,BTGE
3,15.075851,83.626365,NGO,5,True,BELE
4,29.323613,87.3775,NGO,5,True,HGKL
4,24.058259,71.456068,NGO,4,True,QLAN
5,29.429332,81.587323,Trust,5,False,VQCZ
3,12.287533,78.010269,Trust,3,True,ZUHQ
1,24.926288,89.345739,NGO,2,True,LENU
5,16.613014,75.623498,Trust,5,True,GEIE
2,22.365257,78.216249,NGO,1,False,XROY
3,23.868047,85.566985,NGO,2,True,MERW
3,22.536144,70.917308,Trust,1,True,QEDB
3,22.539542,87.494427,Charity,2,True,DYVE
5,17.213311,89.165792,Trust,4,True,LUAI
3,22.403512,71.179963,NGO,3,True,ZUOI
1,26.559307,88.454837,NGO,4,True,RVJW
3,10.182497,74.775334,Trust,5,False,GVVY
3,30.539701,72.657749,NGO,4,True,PZUO
2,13.334709,93.209225,NGO,2,False,KUWA
1,26.717401,81.129511,Trust,3,True,PRQY
5,19.281627,84.877423,Trust,3,True,BIOB
3,12.348605,79.007339,Charity,5,True,IREN
2,21.324344,93.976163,NGO,4,True,DJES
1,28.339628,75.38576,NGO,1,False,FGLC
2,11.698027,79.420347,Charity,1,True,HHFQ
1,14.022175,85.165772,Charity,4,True,QSBN
1,19.110554,76.656666,Charity,4,True,JAGJ
2,26.219539,91.314863,NGO,5,True,KHWE
5,14.995174,75.327507,NGO,5,True,BJUJ
3,24.439114,83.333443,NGO,5,True,CLIS
2,11.187399,92.56065,Trust,5,False,LGMV
1,20.722056,70.150824,NGO,1,True,QYMF
5,23.313371,89.424253,NGO,3,False,KEKE
5,12.899591,76.547352,Charity,1,False,FIZN
3,15.709268,76.317214,NGO,2,True,OYYV
4,17.669828,79.88874,Trust,3,False,AZMB
4,21.91556,72.281114,NGO,3,False,ZWYH
2,24.849592,80.499683,NGO,4,True,KSUE
4,11.320405,74.546477,Charity,1,True,XBMN
5,30.181997,84.958554,Charity,4,True,XLKX
4,22.958919,91.084425,Trust,5,True,DWGG
5,21.794357,83.768229,Trust,1,False,ZGVC
5,13.190906,83.292323,NGO,1,True,GCBR
4,16.332342,74.437067,Trust,1,True,RPIK
4,12.884945,85.427065,NGO,3,True,XSNG
1,32.284021,82.000936,NGO,3,True,JSUW
5,20.164416,71.311888,NGO,1,True,VNCE
4,15.010337,76.552832,Trust,2,True,WTDD
4,32.821593,88.481558,Trust,4,True,PFQL
5,11.492648,93.768283,NGO,5,True,AVRT
3,14.250729,81.387266,Charity,2,False,BQXX
1,32.524637,84.171974,Trust,1,True,UECG
5,14.706038,76.463883,Charity,4,True,IWDY
5,16.789832,82.546017,Charity,5,True,DRBA
3,26.666236,79.778525,NGO,3,True,SQWO
2,29.389857,92.585247,Charity,2,True,JDFT
2,33.789607,76.964232,NGO,5,True,JGLM
1,27.578098,77.172804,NGO,2,True,PIBO
2,33.240263,78.08784,Trust,3,True,XTFH
5,23.83015,76.82155,Charity,4,True,PDAB
